GelC01G00002	K12818
GelC08G00369	K12741
GelC08G00374	K10256
GelC08G00375	K00208
GelC08G00381	K15272
GelC08G00382	K24854
GelC08G00385	K01885
GelC08G00391	K04043
GelC08G00392	K15414
GelC08G00393	K00021
GelC08G00397	K15192
GelC08G00403	K01963
GelC08G00412	K02958
GelC08G00413	K06675
GelC08G00414	K10999
GelC08G00415	K03063
GelC08G00418	K13126
GelC08G00420	K12843
GelC08G00421	K11593
GelC08G00422	K13126
GelC08G00423	K10400
GelC08G00424	K10746
GelC08G00427	K01662
GelC08G00429	K14832
GelC08G00432	K11364
GelC08G00435	K14573
GelC08G00436	K13412
GelC08G00440	K13024
GelC08G00442	K01535
GelC08G00443	K08819
GelC08G00445	K22422
GelC08G00449	K19983
GelC08G00452	K02202
GelC08G00458	K11827
GelC08G00462	K12847
GelC08G00464	K22533
GelC08G00469	K11982
GelC08G00471	K07937
GelC08G00473	K14432
GelC08G00475	K16282
GelC08G00484	K12893
GelC08G00485	K03019
GelC08G00487	K07204
GelC08G00489	K03026
GelC08G00493	K10268
GelC08G00494	K20799
GelC08G00497	K05909
GelC08G00498	K11663
GelC08G00502	K03103
GelC08G00503	K21772
GelC08G00511	K22991
GelC08G00513	K15397
GelC08G00518	K19355
GelC08G00521	K15437
GelC08G00528	K00522
GelC08G00531	K02335
GelC08G00534	K00967
GelC08G00536	K03942
GelC08G00537	K18999
GelC08G00539	K20359
GelC08G00541	K15306
GelC08G00542	K22366
GelC08G00543	K12812
GelC08G00545	K13412
GelC08G00549	K13998
GelC08G00555	K10845
GelC08G00556	K06268
GelC08G00557	K16584
GelC08G00560	K08850
GelC08G00565	K15414
GelC08G00568	K00002
GelC08G00570	K00966
GelC08G00582	K10592
GelC08G00584	K05909
GelC08G00587	K15113
GelC08G00589	K12190
GelC08G00601	K19828
GelC08G00603	K00627
GelC08G00621	K03022
GelC08G00624	K14554
GelC08G00625	K12486
GelC08G00626	K06699
GelC08G00627	K09422
GelC08G00630	K00145
GelC08G00633	K02920
GelC08G00638	K12881
GelC08G00640	K11251
GelC08G00641	K11251
GelC08G00642	K07901
GelC08G00645	K08287
GelC08G00646	K11252
GelC08G00647	K11252
GelC08G00656	K18368
GelC08G00658	K07195
GelC08G00664	K15728
GelC08G00668	K10871
GelC08G00669	K18059
GelC08G00670	K22985
GelC08G00671	K01537
GelC08G00672	K23802
GelC08G00673	K16190
GelC08G00674	K12896
GelC08G00675	K12896
GelC08G00685	K09264
GelC08G00687	K18732
GelC08G00690	K16546
GelC08G00691	K16297
GelC08G00694	K08065
GelC08G00701	K12822
GelC08G00705	K12844
GelC08G00706	K23978
GelC08G00708	K14318
GelC08G00709	K10140
GelC08G00710	K00685
GelC08G00715	K19033
GelC08G00717	K13946
GelC08G00718	K02213
GelC08G00719	K13508
GelC08G00721	K03038
GelC08G00727	K03875
GelC08G00728	K13354
GelC08G00732	K05909
GelC08G00735	K03569
GelC08G00737	K04802
GelC08G00738	K09377
GelC08G00741	K10590
GelC08G00745	K22825
GelC08G00747	K14686
GelC08G00748	K14686
GelC08G00751	K03872
GelC08G00752	K07904
GelC08G00756	K08269
GelC08G00762	K08856
GelC08G00772	K09489
GelC08G00777	K17471
GelC08G00779	K02875
GelC08G00780	K15304
GelC08G00783	K05605
GelC08G00795	K12373
GelC08G00800	K08711
GelC08G00801	K04124
GelC08G00803	K03453
GelC08G00804	K07904
GelC08G00810	K14494
GelC08G00811	K15441
GelC08G00813	K13496
GelC08G00816	K15639
GelC08G00820	K11434
GelC08G00821	K21776
GelC08G00824	K06130
GelC08G00827	K08286
GelC08G00829	K16241
GelC08G00831	K02737
GelC08G00833	K10999
GelC08G00834	K10999
GelC08G00841	K13217
GelC08G00843	K09518
GelC08G00844	K24928
GelC08G00846	K14310
GelC08G00848	K14310
GelC08G00849	K14684
GelC08G00851	K10143
GelC08G00852	K10588
GelC08G00853	K03255
GelC08G00854	K03255
GelC08G00855	K15227
GelC08G00857	K23025
GelC08G00858	K00864
GelC08G00860	K22827
GelC08G00863	K15601
GelC08G00865	K20826
GelC08G00867	K15601
GelC08G00869	K03515
GelC08G00870	K02728
GelC08G00873	K01052
GelC08G00874	K01052
GelC08G00875	K12483
GelC08G00876	K01528
GelC08G00881	K03679
GelC08G00885	K13096
GelC08G00891	K03167
GelC08G00893	K13126
GelC08G00900	K24139
GelC08G00903	K03350
GelC08G00904	K18442
GelC08G00906	K02999
GelC08G00909	K02178
GelC08G00917	K15803
GelC08G00918	K15803
GelC08G00923	K15803
GelC08G00926	K05016
GelC08G00928	K01883
GelC08G00929	K10088
GelC08G00932	K10632
GelC08G00934	K23345
GelC08G00935	K14820
GelC08G00937	K11592
GelC08G00941	K12196
GelC08G00942	K13115
GelC08G00948	K12391
GelC08G00949	K02135
GelC08G00950	K00797
GelC08G00951	K22768
GelC08G00963	K01213
GelC08G00965	K03687
GelC08G00966	K08739
GelC08G00967	K15803
GelC08G00968	K14724
GelC08G00970	K12524
GelC08G00973	K08472
GelC08G00978	K12741
GelC08G00979	K05294
GelC08G00981	K22066
GelC08G00982	K11885
GelC08G00983	K12616
GelC08G00984	K14945
GelC08G00986	K12880
GelC08G00992	K00967
GelC08G00994	K02261
GelC08G00997	K11855
GelC08G01001	K02959
GelC08G01002	K02959
GelC08G01005	K13119
GelC08G01007	K17776
GelC08G01012	K01537
GelC08G01014	K01537
GelC08G01018	K20044
GelC08G01019	K08330
GelC08G01020	K11366
GelC08G01022	K23565
GelC08G01023	K14012
GelC08G01026	K13947
GelC08G01027	K08495
GelC08G01028	K01692
GelC08G01029	K04498
GelC08G01030	K05290
GelC08G01031	K14305
GelC08G01038	K03873
GelC08G01040	K05933
GelC08G01041	K18045
GelC08G01043	K17893
GelC08G01044	K12483
GelC08G01050	K14495
GelC08G01055	K01052
GelC08G01056	K10738
GelC08G01058	K13051
GelC08G01061	K09422
GelC08G01068	K13126
GelC08G01069	K09284
GelC08G01071	K15115
GelC08G01073	K00227
GelC08G01078	K15507
GelC08G01079	K07195
GelC08G01082	K07195
GelC08G01084	K02152
GelC08G01090	K02871
GelC08G01094	K11866
GelC08G01097	K14753
GelC09G00003	K13288
GelC09G00005	K11344
GelC09G00006	K05350
GelC09G00007	K05350
GelC09G00008	K01056
GelC09G00010	K15172
GelC09G00011	K11308
GelC09G00013	K05658
GelC09G00014	K04498
GelC09G00017	K17506
GelC09G00022	K25784
GelC09G00024	K02145
GelC09G00027	K16860
GelC09G00031	K01850
GelC09G00032	K14432
GelC09G00034	K03144
GelC09G00037	K05756
GelC09G00038	K08869
GelC09G00039	K03676
GelC09G00044	K07179
GelC09G00045	K10777
GelC09G00046	K14319
GelC09G00049	K05986
GelC09G00053	K16615
GelC09G00054	K02331
GelC09G00056	K01537
GelC09G00060	K24189
GelC09G00061	K07023
GelC09G00062	K10908
GelC09G00065	K00901
GelC09G00066	K10691
GelC09G00068	K03237
GelC09G00069	K08332
GelC09G00070	K19269
GelC09G00071	K07942
GelC09G00076	K12852
GelC09G00078	K03549
GelC09G00079	K03549
GelC09G00084	K04459
GelC09G00085	K07556
GelC09G00088	K07556
GelC09G00089	K03131
GelC09G00090	K03531
GelC09G00091	K01887
GelC09G00093	K22063
GelC09G00094	K00850
GelC09G00097	K15201
GelC09G00100	K07238
GelC09G00101	K07277
GelC09G00102	K14835
GelC09G00103	K17686
GelC09G00104	K01213
GelC09G00106	K00021
GelC09G00107	K00791
GelC09G00109	K11366
GelC09G00123	K15135
GelC09G00124	K11583
GelC09G00126	K00696
GelC09G00141	K17569
GelC09G00142	K14191
GelC09G00143	K17824
GelC09G00148	K17413
GelC09G00151	K12735
GelC09G00153	K23953
GelC09G00155	K00565
GelC09G00157	K06997
GelC09G00159	K12832
GelC09G00160	K14009
GelC09G00162	K07393
GelC09G00163	K01802
GelC09G00167	K07393
GelC09G00178	K03327
GelC09G00182	K25870
GelC09G00183	K00232
GelC09G00186	K09510
GelC09G00197	K14486
GelC09G00201	K03236
GelC09G00203	K14786
GelC09G00204	K02896
GelC09G00205	K21444
GelC09G00206	K01177
GelC09G00213	K00031
GelC09G00219	K14347
GelC09G00222	K18482
GelC09G00225	K01652
GelC09G00226	K23720
GelC09G00227	K03794
GelC09G00237	K04310
GelC09G00238	K01285
GelC09G00241	K12611
GelC09G00251	K00791
GelC09G00254	K00700
GelC09G00261	K08286
GelC09G00262	K08286
GelC09G00263	K07213
GelC09G00264	K20624
GelC09G00270	K08711
GelC09G00280	K20300
GelC09G00281	K05681
GelC09G00288	K24738
GelC09G00290	K15109
GelC09G00292	K12818
GelC09G00295	K11338
GelC09G00298	K10527
GelC09G00300	K18666
GelC09G00304	K18666
GelC09G00308	K17108
GelC09G00311	K09834
GelC09G00315	K10527
GelC09G00318	K10581
GelC09G00324	K09873
GelC09G00325	K20924
GelC09G00326	K01051
GelC09G00327	K14790
GelC09G00328	K09422
GelC09G00329	K12669
GelC09G00344	K17498
GelC09G00351	K03040
GelC09G00352	K03040
GelC09G00355	K03249
GelC09G00356	K01534
GelC09G00360	K13447
GelC09G00361	K06269
GelC09G00365	K02921
GelC09G00367	K09872
GelC09G00370	K03106
GelC09G00371	K03106
GelC09G00374	K01412
GelC09G00375	K01193
GelC09G00378	K17338
GelC09G00387	K06276
GelC09G00397	K22733
GelC09G00399	K08515
GelC09G00407	K06620
GelC09G00416	K15430
GelC09G00417	K07904
GelC09G00418	K09422
GelC09G00421	K03935
GelC09G00425	K10268
GelC09G00428	K24273
GelC09G00429	K17081
GelC09G00430	K14484
GelC09G00435	K14484
GelC09G00437	K11096
GelC09G00440	K22565
GelC09G00441	K09422
GelC09G00446	K02955
GelC09G00454	K09588
GelC09G00456	K14684
GelC09G00459	K06215
GelC09G00462	K20472
GelC09G00463	K01778
GelC09G00467	K05546
GelC09G00469	K18752
GelC09G00471	K01507
GelC09G00480	K09250
GelC09G00484	K01147
GelC09G00485	K12251
GelC09G00486	K10575
GelC09G00495	K24193
GelC09G00496	K24193
GelC09G00497	K24193
GelC09G00499	K01047
GelC09G00502	K10357
GelC09G00503	K20718
GelC09G00506	K21737
GelC09G00509	K15082
GelC09G00512	K05894
GelC09G00514	K00279
GelC09G00517	K03267
GelC09G00523	K00454
GelC09G00524	K00679
GelC09G00528	K24265
GelC09G00529	K16570
GelC09G00530	K03652
GelC09G00532	K09338
GelC09G00535	K05391
GelC09G00538	K01580
GelC09G00539	K01580
GelC09G00544	K01054
GelC09G00545	K10355
GelC09G00546	K09480
GelC09G00555	K10644
GelC09G00556	K20309
GelC09G00562	K21844
GelC09G00563	K11878
GelC09G00565	K00627
GelC09G00566	K22733
GelC09G00567	K13412
GelC09G00571	K25819
GelC09G00573	K20557
GelC09G00574	K25193
GelC09G00577	K21989
GelC09G00589	K20241
GelC09G00591	K22395
GelC09G00592	K16675
GelC09G00593	K14157
GelC09G00594	K03660
GelC09G00598	K10901
GelC09G00599	K10295
GelC09G00605	K12622
GelC09G00606	K16280
GelC09G00608	K15407
GelC09G00609	K14153
GelC09G00620	K00729
GelC09G00623	K01366
GelC09G00629	K24773
GelC09G00636	K22987
GelC09G00639	K15340
GelC09G00640	K13464
GelC09G00644	K09705
GelC09G00654	K01051
GelC09G00660	K13464
GelC09G00663	K16274
GelC09G00671	K16251
GelC09G00673	K10357
GelC09G00674	K12830
GelC09G00675	K15196
GelC09G00686	K14848
GelC09G00687	K00026
GelC09G00691	K14686
GelC09G00693	K01510
GelC09G00694	K07052
GelC09G00697	K02915
GelC09G00703	K10686
GelC09G00709	K17785
GelC09G00713	K00605
GelC09G00714	K18442
GelC09G00715	K03014
GelC09G00716	K12741
GelC09G00719	K14298
GelC09G00722	K08065
GelC09G00724	K06110
GelC09G00728	K13993
GelC09G00729	K08235
GelC09G00730	K01785
GelC09G00731	K01051
GelC09G00732	K05658
GelC09G00747	K00648
GelC09G00751	K14652
GelC09G00756	K05681
GelC09G00765	K25006
GelC09G00766	K24127
GelC09G00768	K21596
GelC09G00773	K17686
GelC09G00784	K01087
GelC09G00793	K20623
GelC09G00796	K09286
GelC09G00807	K01870
GelC09G00809	K18810
GelC09G00817	K15104
GelC09G00818	K14416
GelC09G00819	K01802
GelC09G00827	K24166
GelC09G00829	K02149
GelC09G00830	K24827
GelC09G00832	K14006
GelC09G00836	K13681
GelC09G00837	K13448
GelC09G00839	K09843
GelC09G00840	K00753
GelC09G00842	K09419
GelC09G00843	K21604
GelC09G00844	K03265
GelC09G00846	K24796
GelC09G00847	K14677
GelC09G00852	K01194
GelC09G00856	K21777
GelC09G00857	K20183
GelC09G00877	K13100
GelC09G00878	K00924
GelC09G00879	K08360
GelC09G00880	K08360
GelC09G00883	K08360
GelC09G00889	K16732
GelC09G00890	K02183
GelC09G00892	K25871
GelC09G00898	K09422
GelC09G00899	K01580
GelC09G00900	K07203
GelC09G00901	K14312
GelC09G00902	K02535
GelC09G00903	K01082
GelC09G00905	K19995
GelC09G00914	K03031
GelC09G00915	K07478
GelC09G00917	K17108
GelC09G00920	K17411
GelC09G00923	K17268
GelC09G00929	K00972
GelC09G00930	K17686
GelC09G00931	K11550
GelC09G00932	K08066
GelC09G00933	K03549
GelC09G00938	K10745
GelC09G00944	K12617
GelC09G00945	K12448
GelC09G00946	K21198
GelC09G00950	K21398
GelC09G00956	K15203
GelC09G00958	K03809
GelC09G00959	K08832
GelC09G00963	K03665
GelC09G00964	K05349
GelC09G00967	K08864
GelC09G00968	K09835
GelC09G00970	K19043
GelC09G00971	K10754
GelC09G00973	K25796
GelC09G00974	K19517
GelC09G00977	K23362
GelC09G00980	K07300
GelC09G00983	K09286
GelC09G00984	K20523
GelC09G00985	K02998
GelC09G00994	K13201
GelC09G00996	K13464
GelC09G00998	K18587
GelC09G01000	K12620
GelC09G01002	K00454
GelC09G01012	K02838
GelC09G01018	K12606
GelC09G01019	K15501
GelC09G01020	K03294
GelC09G01025	K23164
GelC09G01026	K14807
GelC09G01027	K10903
GelC09G01033	K09313
GelC09G01034	K10839
GelC09G01035	K02895
GelC09G01038	K09191
GelC09G01041	K09191
GelC09G01043	K24193
GelC09G01046	K24345
GelC09G01047	K03809
GelC09G01048	K03809
GelC09G01054	K08235
GelC09G01057	K22748
GelC09G01058	K08202
GelC09G01067	K21995
GelC09G01068	K05387
GelC09G01069	K00558
GelC09G01071	K02933
GelC09G01072	K20292
GelC09G01077	K09489
GelC09G01080	K13719
GelC09G01081	K09022
GelC09G01082	K03113
GelC09G01083	K08341
GelC09G01084	K00605
GelC09G01086	K01759
GelC09G01087	K13347
GelC09G01089	K01530
GelC09G01090	K09528
GelC09G01096	K00889
GelC09G01097	K08866
GelC09G01101	K03152
GelC09G01102	K13414
GelC09G01105	K20855
GelC09G01106	K21752
GelC09G01107	K01674
GelC09G01110	K01969
GelC09G01114	K02604
GelC09G01133	K03926
GelC09G01137	K00026
GelC09G01138	K23998
GelC09G01141	K14556
GelC09G01142	K14556
GelC09G01154	K07904
GelC09G01157	K17506
GelC09G01160	K12891
GelC09G01161	K15171
GelC09G01165	K11262
GelC09G01167	K09140
GelC09G01168	K02935
GelC09G01171	K12741
GelC09G01176	K13418
GelC09G01178	K01810
GelC09G01183	K15378
GelC10G00000	K02896
GelC10G00004	K13993
GelC10G00010	K20393
GelC10G00011	K05837
GelC10G00013	K02975
GelC10G00017	K09562
GelC10G00020	K11672
GelC10G00022	K12593
GelC10G00024	K14806
GelC10G00030	K06941
GelC10G00036	K10258
GelC10G00041	K03283
GelC10G00050	K12492
GelC10G00051	K11153
GelC10G00053	K00620
GelC10G00057	K09422
GelC10G00058	K03842
GelC10G00063	K20195
GelC10G00064	K19525
GelC10G00065	K11252
GelC10G00067	K19042
GelC10G00068	K03849
GelC10G00070	K04078
GelC10G00071	K14326
GelC10G00077	K03861
GelC10G00079	K13800
GelC10G00080	K13800
GelC10G00083	K15296
GelC10G00085	K14555
GelC10G00086	K14856
GelC10G00087	K00913
GelC10G00088	K05658
GelC10G00089	K22767
GelC10G00090	K11971
GelC10G00094	K00601
GelC10G00096	K09422
GelC10G00101	K14811
GelC10G00105	K25840
GelC10G00106	K10666
GelC10G00108	K15378
GelC10G00109	K12829
GelC10G00110	K02355
GelC10G00112	K03104
GelC10G00115	K10666
GelC10G00116	K07937
GelC10G00118	K04077
GelC10G00122	K00968
GelC10G00124	K03939
GelC10G00126	K09490
GelC10G00127	K08342
GelC10G00128	K06158
GelC10G00131	K15338
GelC10G00133	K08657
GelC10G00135	K20457
GelC10G00137	K12819
GelC10G00141	K22133
GelC10G00142	K14500
GelC10G00147	K01687
GelC10G00150	K09872
GelC10G00151	K13508
GelC10G00156	K19373
GelC10G00157	K08235
GelC10G00160	K18734
GelC10G00161	K04565
GelC10G00165	K05610
GelC10G00169	K03327
GelC10G00175	K06269
GelC10G00176	K00799
GelC10G00178	K00799
GelC10G00179	K00799
GelC10G00180	K00799
GelC10G00181	K00799
GelC10G00182	K00799
GelC10G00183	K00799
GelC10G00184	K00799
GelC10G00185	K00799
GelC10G00186	K00799
GelC10G00187	K00799
GelC10G00188	K00799
GelC10G00192	K01885
GelC10G00195	K20029
GelC10G00196	K02977
GelC10G00197	K14819
GelC10G00198	K13525
GelC10G00202	K00902
GelC10G00203	K14821
GelC10G00204	K04077
GelC10G00210	K00878
GelC10G00212	K00878
GelC10G00214	K11816
GelC10G00215	K03953
GelC10G00216	K03434
GelC10G00217	K05757
GelC10G00218	K01728
GelC10G00221	K22390
GelC10G00224	K22390
GelC10G00226	K13496
GelC10G00230	K13496
GelC10G00237	K02882
GelC10G00238	K24927
GelC10G00239	K02922
GelC10G00248	K00574
GelC10G00249	K00574
GelC10G00250	K00574
GelC10G00253	K15404
GelC10G00259	K00939
GelC10G00260	K17839
GelC10G00261	K12864
GelC10G00264	K10904
GelC10G00277	K08901
GelC10G00278	K01414
GelC10G00282	K13095
GelC10G00285	K18586
GelC10G00291	K01179
GelC10G00292	K07151
GelC10G00297	K01354
GelC10G00299	K06636
GelC10G00323	K12666
GelC10G00327	K10610
GelC10G00332	K03526
GelC10G00333	K08681
GelC10G00340	K13347
GelC10G00341	K15397
GelC10G00342	K02201
GelC10G00350	K19045
GelC10G00351	K19365
GelC10G00352	K12471
GelC10G00354	K08960
GelC10G00356	K12608
GelC10G00358	K12668
GelC10G00361	K18159
GelC10G00362	K02983
GelC10G00365	K13412
GelC10G00367	K11000
GelC10G00368	K13422
GelC10G00369	K04123
GelC10G00374	K13094
GelC10G00382	K15271
GelC10G00385	K17781
GelC10G00399	K12823
GelC10G00404	K05293
GelC10G00409	K01051
GelC10G00414	K05282
GelC10G00420	K20892
GelC10G00421	K11805
GelC10G00423	K11805
GelC10G00425	K13415
GelC10G00430	K01507
GelC10G00437	K16075
GelC10G00440	K02836
GelC10G00444	K08286
GelC10G00445	K10400
GelC10G00454	K01933
GelC10G00456	K24418
GelC10G00459	K00469
GelC10G00464	K02599
GelC10G00468	K11380
GelC10G00471	K14498
GelC10G00473	K01652
GelC10G00478	K20368
GelC10G00479	K02910
GelC10G00480	K03676
GelC10G00482	K12638
GelC10G00483	K14819
GelC10G00490	K09517
GelC10G00506	K02871
GelC10G00513	K00899
GelC10G00521	K08869
GelC10G00522	K09272
GelC10G00528	K09272
GelC10G00534	K09272
GelC10G00544	K14950
GelC10G00550	K12600
GelC10G00557	K00700
GelC10G00561	K24741
GelC10G00570	K01723
GelC10G00571	K17913
GelC10G00572	K01805
GelC10G00577	K06949
GelC10G00578	K02880
GelC10G00580	K05681
GelC10G00582	K02324
GelC10G00583	K00991
GelC10G00587	K14771
GelC10G00588	K18753
GelC10G00591	K02961
GelC10G00593	K05906
GelC10G00596	K09497
GelC10G00600	K10770
GelC10G00602	K05906
GelC10G00606	K08057
GelC10G00607	K14945
GelC10G00608	K15425
GelC10G00611	K00799
GelC10G00620	K14839
GelC10G00622	K02836
GelC10G00623	K01599
GelC10G00624	K09540
GelC10G00629	K08869
GelC10G00634	K09487
GelC10G00638	K06173
GelC10G00639	K00939
GelC10G00646	K14015
GelC10G00656	K06670
GelC10G00657	K15030
GelC10G00659	K17361
GelC10G00661	K11271
GelC10G00663	K02950
GelC10G00665	K02836
GelC10G00666	K01069
GelC10G00667	K23558
GelC10G00674	K11090
GelC10G00675	K00876
GelC10G00676	K02936
GelC10G00678	K17424
GelC10G00681	K13095
GelC10G00689	K14489
GelC10G00692	K00430
GelC10G00705	K15382
GelC10G00709	K13430
GelC10G00715	K00799
GelC10G00716	K00799
GelC10G00717	K00799
GelC10G00722	K00799
GelC10G00723	K25470
GelC10G00726	K15102
GelC10G00728	K00928
GelC10G00729	K02867
GelC10G00731	K01001
GelC10G00732	K09602
GelC10G00734	K09291
GelC10G00735	K01880
GelC10G00738	K00079
GelC10G00739	K07766
GelC10G00740	K13728
GelC10G00744	K08235
GelC10G00748	K10251
GelC10G00749	K20771
GelC10G00750	K11092
GelC10G00754	K17868
GelC10G00755	K17868
GelC10G00756	K01714
GelC10G00757	K06679
GelC10G00759	K14314
GelC10G00760	K21596
GelC10G00767	K03921
GelC10G00769	K22651
GelC10G00770	K12778
GelC10G00771	K06199
GelC10G00772	K12778
GelC10G00773	K05291
GelC10G00774	K13448
GelC10G00775	K24348
GelC10G00776	K11844
GelC10G00778	K10400
GelC10G00780	K01358
GelC10G00781	K01897
GelC10G00783	K08829
GelC10G00785	K15161
GelC10G00790	K14780
GelC10G00791	K14780
GelC10G00794	K23543
GelC10G00796	K18045
GelC10G00797	K06674
GelC10G00801	K06965
GelC10G00804	K20223
GelC10G00807	K13379
GelC10G00808	K12598
GelC10G00812	K02878
GelC10G00817	K14493
GelC10G00819	K14692
GelC10G00820	K11801
GelC10G00822	K03138
GelC10G00824	K23719
GelC10G00825	K01611
GelC10G00828	K08272
GelC10G00829	K10767
GelC10G00837	K14490
GelC10G00839	K01426
GelC10G00844	K13511
GelC10G00845	K01183
GelC10G00846	K01358
GelC10G00847	K01963
GelC10G00848	K02982
GelC10G00851	K10760
GelC10G00852	K10760
GelC10G00854	K16302
GelC10G00856	K09458
GelC10G00861	K23558
GelC10G00862	K23558
GelC10G00863	K15108
GelC10G00864	K00949
GelC10G00869	K21766
GelC10G00870	K21766
GelC10G00871	K02987
GelC10G00872	K02926
GelC10G00879	K10532
GelC10G00880	K18757
GelC10G00886	K14570
GelC10G00887	K00700
GelC10G00888	K01166
GelC10G00892	K12472
GelC10G00903	K11498
GelC10G00905	K10406
GelC10G00906	K11491
GelC10G00907	K15151
GelC10G00908	K10581
GelC10G00912	K24184
GelC10G00913	K22757
GelC10G00915	K14376
GelC10G00916	K01051
GelC10G00917	K13250
GelC10G00919	K05759
GelC10G00925	K15400
GelC10G00926	K01657
GelC10G00927	K01358
GelC10G00930	K02893
GelC10G00937	K10760
GelC10G00941	K15178
GelC10G00952	K02937
GelC10G00964	K15442
GelC10G00966	K14488
GelC10G00967	K01193
GelC10G00968	K01193
GelC10G00985	K08658
GelC10G00986	K01076
GelC10G00990	K03531
GelC10G00993	K03126
GelC10G00994	K00966
GelC10G00998	K14431
GelC10G00999	K18213
GelC10G01000	K08232
GelC10G01001	K08286
GelC10G01007	K01895
GelC10G01008	K10532
GelC10G01010	K00873
GelC10G01012	K06627
GelC10G01014	K15505
GelC10G01017	K13680
GelC10G01021	K05359
GelC10G01026	K11805
GelC10G01027	K01824
GelC10G01029	K22733
GelC10G01035	K04681
GelC10G01037	K05894
GelC10G01040	K05894
GelC10G01042	K00616
GelC10G01045	K00411
GelC10G01046	K10638
GelC10G01049	K21777
GelC10G01050	K01191
GelC10G01052	K17497
GelC10G01055	K10841
GelC10G01057	K11593
GelC10G01058	K21777
GelC10G01059	K21777
GelC10G01065	K10256
GelC10G01067	K17279
GelC10G01069	K09422
GelC10G01073	K00574
GelC10G01074	K20185
GelC10G01077	K00586
GelC10G01079	K18735
GelC10G01080	K12133
GelC10G01081	K03253
GelC10G01083	K06943
GelC10G01084	K13106
GelC10G01101	K10772
GelC10G01104	K14692
GelC10G01105	K03609
GelC10G01106	K13427
GelC10G01108	K02975
GelC10G01111	K03017
GelC10G01115	K12392
GelC10G01116	K24134
GelC10G01119	K14861
GelC10G01120	K14861
GelC10G01121	K14861
GelC10G01122	K14861
GelC10G01124	K20892
GelC10G01128	K21444
GelC10G01131	K08057
GelC10G01132	K13155
GelC10G01138	K15287
GelC10G01139	K03553
GelC10G01143	K08818
GelC10G01144	K02902
GelC10G01146	K03108
GelC10G01152	K15164
GelC10G01158	K00382
GelC11G00000	K12479
GelC11G00001	K19073
GelC11G00002	K00472
GelC11G00005	K10406
GelC11G00007	K08592
GelC11G00009	K05931
GelC11G00011	K00695
GelC11G00014	K24940
GelC11G00015	K00249
GelC11G00017	K15446
GelC11G00019	K07305
GelC11G00022	K07513
GelC11G00024	K10523
GelC11G00025	K00600
GelC11G00030	K22733
GelC11G00031	K23541
GelC11G00039	K09667
GelC11G00041	K12857
GelC11G00042	K12857
GelC11G00048	K17065
GelC11G00052	K00224
GelC11G00053	K00224
GelC11G00054	K20359
GelC11G00061	K00485
GelC11G00063	K17046
GelC11G00064	K15382
GelC11G00065	K12663
GelC11G00067	K15191
GelC11G00068	K01765
GelC11G00069	K18178
GelC11G00070	K07759
GelC11G00079	K01835
GelC11G00080	K00235
GelC11G00084	K15014
GelC11G00085	K09562
GelC11G00090	K01807
GelC11G00092	K07390
GelC11G00093	K11996
GelC11G00096	K23012
GelC11G00099	K15979
GelC11G00100	K01527
GelC11G00101	K11548
GelC11G00113	K14864
GelC11G00115	K04649
GelC11G00116	K00658
GelC11G00123	K06627
GelC11G00127	K17808
GelC11G00130	K10576
GelC11G00132	K19747
GelC11G00133	K19747
GelC11G00134	K08472
GelC11G00135	K08472
GelC11G00137	K01466
GelC11G00138	K14537
GelC11G00139	K11883
GelC11G00151	K02939
GelC11G00157	K21444
GelC11G00163	K08736
GelC11G00164	K15440
GelC11G00165	K13993
GelC11G00166	K01962
GelC11G00172	K03164
GelC11G00176	K04506
GelC11G00178	K14797
GelC11G00179	K17681
GelC11G00180	K10865
GelC11G00181	K01179
GelC11G00183	K15283
GelC11G00184	K23408
GelC11G00207	K07874
GelC11G00208	K15333
GelC11G00209	K03115
GelC11G00210	K03260
GelC11G00212	K14498
GelC11G00213	K02945
GelC11G00215	K09264
GelC11G00222	K05607
GelC11G00223	K05609
GelC11G00224	K05609
GelC11G00225	K12180
GelC11G00226	K09286
GelC11G00227	K09286
GelC11G00228	K01535
GelC11G00229	K03686
GelC11G00230	K01704
GelC11G00231	K01074
GelC11G00233	K03294
GelC11G00234	K01074
GelC11G00236	K10526
GelC11G00237	K10526
GelC11G00238	K01322
GelC11G00239	K22048
GelC11G00240	K22048
GelC11G00241	K07583
GelC11G00244	K04798
GelC11G00246	K17808
GelC11G00255	K06240
GelC11G00256	K11804
GelC11G00257	K02134
GelC11G00265	K10742
GelC11G00276	K02937
GelC11G00280	K09419
GelC11G00289	K08235
GelC11G00300	K02938
GelC11G00304	K09578
GelC11G00307	K20891
GelC11G00309	K02154
GelC11G00310	K01627
GelC11G00312	K09578
GelC11G00313	K01627
GelC11G00314	K03575
GelC11G00315	K03575
GelC11G00321	K22048
GelC11G00324	K14840
GelC11G00329	K03853
GelC11G00330	K03781
GelC11G00331	K05283
GelC11G00332	K12385
GelC11G00333	K11778
GelC11G00337	K22184
GelC11G00342	K14209
GelC11G00350	K20855
GelC11G00351	K00809
GelC11G00354	K14295
GelC11G00360	K15027
GelC11G00366	K05016
GelC11G00371	K13679
GelC11G00372	K24824
GelC11G00376	K22804
GelC11G00384	K18696
GelC11G00385	K23569
GelC11G00387	K14833
GelC11G00398	K01613
GelC11G00406	K01580
GelC11G00407	K09422
GelC11G00408	K25871
GelC11G00412	K14713
GelC11G00414	K13161
GelC11G00417	K02830
